volume_frio_diario,volume_frio_acumulado,frio_1_kwh,frio_2_kwh,total_frio_diario,total_frio_acumulado,co2_1_kwh,co2_2_kwh,acm_co2_1,acm_co2_2,total_co2_acumulado,volume_ar_diario,volume_ar_acumulado,ar_1_kwh,ar_2_kwh,total_co2_diario_ar,total_caldeira_diario,total_caldeira_acumulado,data,consumo_utilidades_diario,consumo_utilidades_acumulado,total_co2_acumulado_ar,volume_etanol_3.5g_m3,volume_etanol_0g_m3,total_torres_diario,total_torres_acumulado
12275.0,143539.0,878.0,8096.2,10015.0,131834.4,8216.5,5344.0,57530.4,53423.0,110953.4,2056.0,12404.5,4303.2,464.1,13560.5,2228.2,26302.899999999998,2019-07-11,31600.4,327328.2,44868.0,2065.0,10210.0,1029.4,13369.5
13059.0,156598.0,1271.4,6037.4,12405.3,144239.69999999998,7096.4,8906.2,64626.8,62329.2,126956.0,1373.0,13777.5,3809.7,473.6,16002.6,2137.0,28439.899999999998,2019-07-12,36390.600000000006,363718.80000000005,49151.3,2921.0,10138.0,1562.4,14931.9
14370.0,170968.0,2003.4,4846.6,14533.2,158772.9,6214.5,11325.5,70841.3,73654.7,144496.0,947.0,14724.5,3642.3,501.7,17540.0,2712.5,31152.399999999998,2019-07-13,40865.3,404584.10000000003,53295.3,2917.0,11453.0,1935.6,16867.5
12735.5,183703.5,826.2,5739.0,9710.699999999999,168483.6,7014.8,5892.4,77856.1,79547.09999999999,157403.2,85.0,14809.5,2746.9,551.9,12907.2,1755.8,32908.2,2019-07-14,28790.0,433374.10000000003,56594.100000000006,1963.5,10772.0,1117.5,17985.0
13538.0,197241.5,1199.3,8528.6,11025.099999999999,179508.7,5850.2,3361.0,83706.3,82908.09999999999,166614.40000000002,3.0,14812.5,2063.8,734.8,9211.2,1447.4,34355.6,2019-07-15,25729.2,459103.30000000005,59392.700000000004,2626.0,10912.0,1246.9,19231.9
13891.0,211132.5,1604.9,8366.0,11497.599999999999,191006.30000000002,4582.2,4545.0,88288.5,87453.09999999999,175741.60000000003,269.0,15081.5,3018.3,442.9,9127.2,1748.6,36104.2,2019-07-16,27362.9,486466.20000000007,62853.9,3075.0,10816.0,1528.3,20760.2
13576.0,224708.5,2192.4,7945.8,11587.0,202593.30000000002,2230.1,4949.6,90518.6,92402.7,182921.30000000005,814.0,15895.5,3500.8,493.0,7179.700000000001,2575.0,38679.2,2019-07-17,26753.6,513219.80000000005,66847.7,2845.0,10731.0,1418.1,22178.3
14970.0,239678.5,3621.4,9193.4,15647.199999999997,218240.5,2140.7,6369.4,92659.3,98772.09999999999,191431.40000000005,637.0,16532.5,3537.0,498.5,8510.099999999999,2641.0,41320.2,2019-07-18,32916.799999999996,546136.6000000001,70883.2,3259.0,11711.0,2083.0,24261.3
16617.0,256295.5,3089.0,11364.0,17125.5,235366.0,2889.2,6654.0,95548.5,105426.09999999999,200974.60000000006,1383.0,17915.5,3981.5,495.1,9543.2,2631.1,43951.299999999996,2019-07-19,35926.6,582063.2000000001,75359.8,4043.0,12574.0,2150.2,26411.5
14176.0,270471.5,1200.6,8256.3,11689.8,247055.8,6204.2,5596.9,101752.7,111022.99999999999,212775.70000000007,696.0,18611.5,3364.0,519.4,11801.099999999999,1872.7,45823.99999999999,2019-07-20,30550.899999999998,612614.1000000001,79243.2,3012.0,11164.0,1303.9,27715.4
16823.0,287294.5,2630.0,8485.2,15818.3,262874.1,7110.9,7333.3,108863.59999999999,118356.29999999999,227219.90000000008,8.0,18619.5,2630.2,500.4,14444.2,1449.4,47273.399999999994,2019-07-21,36908.2,649522.3,82373.8,3563.0,13260.0,2065.7,29781.100000000002
15890.0,303184.5,4815.0,4307.2,10579.5,273453.6,6855.2,5941.0,115718.79999999999,124297.29999999999,240016.1000000001,2527.0,21146.5,4483.7,584.3,12796.2,3387.8,50661.2,2019-07-22,33636.0,683158.3,87441.8,2661.0,13229.0,1804.5,31585.600000000002
12334.0,315518.5,3513.3,3567.6,7597.599999999999,281051.19999999995,5435.1,4024.0,121153.9,128321.29999999999,249475.2000000001,548.0,21694.5,3507.3,586.6,9459.1,2004.5,52665.7,2019-07-23,24686.0,707844.3,91535.7,2711.0,9623.0,1530.9,33116.5
17367.0,332885.5,4858.3,8058.7,13964.099999999999,295015.29999999993,3174.0,4725.8,124327.9,133047.09999999998,257375.0000000001,864.0,22558.5,3678.7,608.1,7899.8,2633.8,55299.5,2019-07-24,30932.3,738776.6000000001,95822.5,4610.0,12757.0,2147.8,35264.3
14753.0,347638.5,3649.9,7108.3,12339.1,307354.3999999999,4128.7,4686.3,128456.59999999999,137733.39999999997,266190.0000000001,274.0,22832.5,3105.4,636.3,8815.0,2245.0,57544.5,2019-07-25,28700.7,767477.3,99564.2,3642.0,11111.0,1559.9,36824.200000000004
14836.0,362474.5,3831.1,7478.9,12075.2,319429.5999999999,6336.4,3413.6,134793.0,141146.99999999997,275940.0000000001,26.0,22858.5,2648.4,623.1,9750.0,1523.5,59068.0,2019-07-26,27816.1,795293.4,102835.7,3927.0,10909.0,1195.9,38020.100000000006
14477.0,376951.5,2518.3,8051.5,11281.099999999999,330710.6999999999,8281.9,3482.6,143074.9,144629.59999999998,287704.5000000001,65.0,22923.5,2771.3,547.5,11764.5,1762.6,60830.6,2019-07-27,29197.5,824490.9,106154.5,4020.0,10457.0,1070.5,39090.600000000006
13428.0,390379.5,574.9,7864.4,9360.699999999999,340071.3999999999,7701.5,3964.9,150776.4,148594.49999999997,299370.90000000014,99.0,23022.5,3043.5,535.9,11666.4,2105.3,62935.9,2019-07-28,27647.6,852138.5,109733.9,3792.0,9636.0,935.8,40026.40000000001
14424.0,404803.5,1448.6,6774.5,10198.099999999999,350269.4999999999,5572.3,5672.2,156348.69999999998,154266.69999999998,310615.40000000014,787.0,23809.5,3697.2,613.6,11244.5,2306.6,65242.5,2019-07-29,29018.699999999997,881157.2,114044.7,3079.0,11345.0,958.7,40985.100000000006
14220.5,419024.0,700.2,8243.6,9840.600000000002,360110.09999999986,3672.8,4824.1,160021.49999999997,159090.8,319112.30000000016,1211.0,25020.5,3927.3,457.1,8496.900000000001,1773.1,67015.6,2019-07-30,25521.800000000003,906679.0,118429.09999999999,4017.5,10203.0,1026.8,42011.90000000001
13394.0,432418.0,981.4,5239.9,7721.3,367831.39999999985,2694.5,4489.7,162715.99999999997,163580.5,326296.5000000002,650.0,25670.5,2989.7,317.5,7184.2,1438.1,68453.70000000001,2019-07-31,20784.2,927463.2,121736.29999999999,3368.0,10026.0,1133.4,43145.30000000001
14979.0,14979.0,2888.6,6343.7,11033.499999999998,11033.499999999998,4567.5,5054.3,4567.5,5054.3,9621.8,284.0,284.0,3253.1,507.1,9621.8,2350.3,2350.3,2019-08-01,27775.5,27775.5,3760.2,3920.0,11059.0,1009.7,1009.7
15686.0,30665.0,3684.0,5977.1,11910.199999999999,22943.699999999997,2697.7,6456.2,7265.2,11510.5,18775.699999999997,1808.0,2092.0,4207.1,284.4,9153.9,3062.2,5412.5,2019-08-02,29928.399999999994,57703.899999999994,8251.7,3873.0,11813.0,1310.6,2320.3
15179.0,45844.0,2282.4,6229.8,9739.8,32683.499999999996,3722.4,5722.8,10987.6,17233.3,28220.899999999998,2687.0,4779.0,4495.2,405.9,9445.2,3360.5,8773.0,2019-08-03,28393.2,86097.09999999999,13152.8,3816.0,11363.0,946.6,3266.9
14393.0,60237.0,1622.7,5861.4,10395.2,43078.7,5282.8,6167.8,16270.400000000001,23401.1,39671.5,653.0,5432.0,3256.7,371.3,11450.6,2470.3,11243.3,2019-08-04,38310.7,124407.79999999999,16780.8,3312.0,11081.0,10366.6,13633.5
13917.0,74154.0,1528.3,6084.9,8586.8,51665.5,7933.8,3682.3,24204.2,27083.399999999998,51287.6,51.0,5483.0,2708.7,371.3,11616.1,1930.6,13173.9,2019-08-05,26041.2,150449.0,19860.8,3331.0,10586.0,827.7,14461.2
15600.0,89754.0,1192.1,8022.5,10307.7,61973.2,7257.4,2515.5,31461.6,29598.899999999998,61060.5,1021.0,6504.0,1422.4,6692.4,9772.9,2007.4,15181.3,2019-08-06,31206.8,181655.8,27975.6,3889.0,11711.0,1004.0,15465.2
14999.0,104753.0,892.2,8111.4,10863.800000000001,72837.0,6674.8,1860.2,38136.4,31459.1,69595.5,1239.0,7743.0,0.0,10794.2,8535.0,2890.1,18071.399999999998,2019-08-07,33975.700000000004,215631.5,38769.8,3774.0,11225.0,892.6,16357.800000000001
14881.0,119634.0,1133.3,8631.9,11103.7,83940.7,3499.5,3242.8,41635.9,34701.9,76337.8,984.0,8727.0,1904.3,5130.6,6742.3,2351.0,20422.399999999998,2019-08-08,28227.7,243859.2,45804.700000000004,3383.0,11498.0,995.8,17353.600000000002
15990.0,135624.0,2626.9,7403.0,10184.499999999998,94125.2,2344.0,3767.7,43979.9,38469.6,82449.5,837.0,9564.0,3613.1,529.2,6111.7,2389.4,22811.8,2019-08-09,23900.199999999997,267759.4,49947.00000000001,3194.0,12796.0,1072.3,18425.9
15822.0,151446.0,863.2,8457.0,9402.3,103527.5,3968.1,2814.9,47948.0,41284.5,89232.5,182.0,9746.0,2732.8,600.9,6783.0,1813.9,24625.7,2019-08-10,22121.3,289880.7,53280.700000000004,2716.0,13106.0,788.4,19214.300000000003
18324.0,169770.0,3411.7,9890.2,13894.100000000002,117421.6,6824.5,2532.5,54772.5,43817.0,98589.5,13.0,9759.0,1940.3,668.9,9357.0,1567.4,26193.100000000002,2019-08-11,28639.800000000003,318520.5,55889.9,4328.0,13996.0,1212.1,20426.4
20727.0,190497.0,11147.5,7530.4,21563.3,138984.9,3874.3,3484.1,58646.8,47301.1,105947.9,626.0,10385.0,598.7,1376.5,7358.4,1980.2,28173.300000000003,2019-08-12,34857.3,353377.8,57865.1,5351.0,15376.0,1980.2,22406.600000000002
19557.0,210054.0,5359.7,8444.7,14229.7,153214.6,6236.8,3852.8,64883.600000000006,51153.9,116037.5,501.0,10886.0,3427.5,599.7,10089.6,2114.4,30287.700000000004,2019-08-13,31864.9,385242.7,61892.299999999996,4892.0,14665.0,1404.0,23810.600000000002
16055.0,226109.0,2173.8,5614.0,7859.799999999999,161074.4,5842.9,2599.0,70726.5,53752.9,124479.4,52.0,10938.0,2527.0,582.2,8441.9,1444.1,31731.800000000003,2019-08-14,21564.699999999997,406807.4,65001.49999999999,3445.0,12610.0,709.7,24520.300000000003
15160.0,241269.0,3178.7,5857.0,9180.500000000002,170254.9,6149.6,2735.2,76876.1,56488.1,133364.19999999998,18.0,10956.0,2590.4,405.4,8884.8,1645.7,33377.5,2019-08-15,23520.9,430328.30000000005,67997.29999999999,3563.0,11597.0,814.1,25334.4
17963.5,259232.5,2669.1,7980.4,12431.699999999999,182686.6,7053.4,4741.8,83929.5,61229.9,145159.4,213.0,11169.0,2959.6,512.4,11795.2,1681.9,35059.4,2019-08-16,30632.5,460960.80000000005,71469.29999999999,3943.5,14020.0,1251.7,26586.100000000002
13548.0,272780.5,414.1,5870.4,6422.4,189109.0,5264.6,1976.4,89194.1,63206.3,152400.4,0.0,11169.0,1838.5,447.1,7241.0,1229.0,36288.4,2019-08-17,17786.8,478747.60000000003,73754.9,2394.0,11154.0,608.8,27194.9
6484.0,279264.5,484.0,3020.0,3819.0,192928.0,1319.0,1098.0,90513.1,64304.3,154817.4,119.0,11288.0,783.0,132.0,2417.0,481.0,36769.4,2019-08-18,8039.0,486786.60000000003,74669.9,1432.0,5052.0,407.0,27601.9
16071.0,295335.5,3213.0,7336.0,11135.0,204063.0,5191.0,3306.0,95704.1,67610.3,163314.4,139.0,11427.0,2720.0,946.0,8497.0,1645.0,38414.4,2019-08-19,26330.0,513116.60000000003,78335.9,3717.0,12354.0,1387.0,28988.9
15855.0,311190.5,2232.0,7702.1,12137.2,216200.2,1954.6,5938.5,97658.70000000001,73548.8,171207.5,958.0,12385.0,3735.4,506.9,7893.1,2322.7,40737.1,2019-08-20,28071.7,541188.3,82578.2,3523.0,12332.0,1476.4,30465.300000000003
16539.0,327729.5,3557.0,6015.9,14089.3,230289.5,1665.9,8085.6,99324.6,81634.40000000001,180959.0,690.0,13075.0,3569.2,482.2,9751.5,2159.3,42896.4,2019-08-21,31520.7,572709.0,86629.59999999999,3839.0,12700.0,1469.2,31934.500000000004
17539.0,345268.5,1354.0,4638.7,10647.8,240937.3,3212.9,8210.1,102537.5,89844.50000000001,192382.0,627.0,13702.0,3555.0,447.6,11423.0,1440.5,44336.9,2019-08-22,28761.1,601470.1,90632.2,3433.0,14106.0,1247.2,33181.700000000004
17834.0,363102.5,2871.0,6558.0,11570.0,252507.3,4573.0,6658.0,107110.5,96502.50000000001,203613.0,2632.0,16334.0,4517.0,479.0,11231.0,2992.0,47328.9,2019-08-23,32120.0,633590.1,95628.2,3604.0,14230.0,1331.0,34512.700000000004
18711.0,381813.5,4785.7,8459.8,13546.3,266053.6,5781.1,4389.0,112891.6,100891.50000000001,213783.1,1744.0,18078.0,4088.2,472.8,10170.1,2451.4,49780.3,2019-08-24,32127.899999999998,665718.0,100189.2,3705.0,15006.0,1399.1,35911.8
19654.0,401467.5,4836.5,9191.1,14503.300000000001,280556.89999999997,6651.0,3765.1,119542.6,104656.60000000002,224199.2,313.0,18391.0,3289.4,457.6,10416.1,2383.7,52164.0,2019-08-25,32471.300000000003,698189.3,103936.2,4203.0,15451.0,1421.2,37333.0
14545.0,416012.5,2684.9,4580.5,9401.599999999999,289958.49999999994,6383.0,5884.0,125925.6,110540.60000000002,236466.2,1117.0,19508.0,3747.8,777.0,12267.0,2611.0,54775.0,2019-08-26,29841.1,728030.4,108461.0,2809.0,11736.0,1036.7,38369.7
17719.0,17719.0,1662.0,9045.1,10819.7,10819.7,1065.5,3896.8,1065.5,3896.8,4962.3,971.0,971.0,3784.2,492.0,4962.3,2553.6,2553.6,2019-09-01,23645.5,23645.5,4276.2,6488.0,11231.0,1033.7,1033.7
16041.0,33760.0,2696.0,6451.1,11569.199999999999,22388.9,1756.7,5121.2,2822.2,9018.0,11840.2,111.0,1082.0,2699.1,472.3,6877.9,3104.4,5658.0,2019-09-02,25933.399999999998,49578.899999999994,7447.6,4891.0,11150.0,1210.5,2244.2
12707.0,46467.0,1483.5,3784.3,10246.5,32635.4,3458.2,7693.8,6280.4,16711.8,22992.2,0.0,1082.0,2715.1,474.3,11152.0,2340.7,7998.7,2019-09-03,27805.3,77384.2,10637.0,3072.0,9635.0,876.7,3120.8999999999996
14342.0,60809.0,1935.1,4978.3,11498.1,44133.5,5964.2,7418.6,12244.599999999999,24130.4,36375.0,80.0,1162.0,2833.9,693.4,13382.8,2521.7,10520.4,2019-09-04,32065.9,109450.1,14164.3,3872.0,10470.0,1136.0,4256.9
12689.0,73498.0,4452.5,2886.9,8964.599999999999,53098.1,6911.6,5393.5,19156.199999999997,29523.9,48680.1,985.0,2147.0,3768.3,452.4,12305.1,3242.4,13762.8,2019-09-05,29835.9,139286.0,18385.0,2870.0,9819.0,1103.1,5360.0
13085.0,86583.0,1985.0,5344.0,9781.0,62879.1,6783.0,6230.0,25939.199999999997,35753.9,61693.1,964.0,3111.0,3778.0,462.0,13013.0,3068.0,16830.8,2019-09-06,31266.0,170552.0,22625.0,4327.0,8758.0,1164.0,6524.0
11556.0,98139.0,3452.0,4725.0,9663.0,72542.1,6211.0,5148.0,32150.199999999997,40901.9,73052.1,794.0,3905.0,3662.0,433.0,11359.0,2167.0,18997.8,2019-09-07,28146.0,198698.0,26720.0,3084.0,8472.0,862.0,7386.0
12989.0,111128.0,1945.5,5941.6,10846.6,83388.70000000001,4760.6,5887.0,36910.799999999996,46788.9,83699.70000000001,104.0,4009.0,2927.5,298.1,10647.6,2292.2,21290.0,2019-09-08,27860.199999999997,226558.2,29945.6,3446.0,9543.0,848.2,8234.2
14726.0,125854.0,2808.1,4494.9,12191.7,95580.40000000001,2339.3,8512.0,39250.1,55300.9,94551.00000000001,887.0,4896.0,3623.3,686.3,10851.3,2906.4,24196.4,2019-09-09,31248.8,257807.0,34255.2,3093.0,11633.0,989.8,9224.0
16681.0,142535.0,4060.7,5966.6,14557.4,110137.8,1851.3,8546.5,41101.4,63847.4,104948.80000000002,1603.0,6499.0,4016.4,463.7,10397.8,2477.5,26673.9,2019-09-10,33074.3,290881.3,38735.299999999996,3931.0,12750.0,1161.5,10385.5
15545.0,158080.0,4060.6,7472.1,13904.200000000003,124042.0,3990.7,6227.1,45092.1,70074.5,115166.60000000002,1159.0,7658.0,3855.6,498.2,10217.8,2878.8,29552.7,2019-09-11,32357.4,323238.7,43089.1,3232.0,12313.0,1002.8,11388.3
14960.0,173040.0,4929.1,8484.8,14187.800000000001,138229.8,4881.8,4974.3,49973.9,75048.8,125022.70000000003,1856.0,9514.0,4200.4,514.4,9856.1,3396.7,32949.4,2019-09-12,33366.700000000004,356605.4,47803.899999999994,3926.0,11034.0,1211.3,12599.599999999999
14399.0,187439.0,4726.5,7810.7,13785.300000000003,152015.09999999998,6517.2,5389.6,56491.1,80438.40000000001,136929.50000000003,1801.0,11315.0,4141.5,505.4,11906.8,3420.2,36369.6,2019-09-13,34836.9,391442.30000000005,52450.799999999996,3004.0,11395.0,1077.7,13677.3
11850.0,199289.0,2496.4,4120.3,11228.0,163243.09999999998,6667.3,8259.3,63158.4,88697.70000000001,151856.10000000003,782.0,12097.0,3648.0,460.1,14926.599999999999,2247.4,38617.0,2019-09-14,33574.899999999994,425017.20000000007,56558.899999999994,3295.0,8555.0,1064.8,14742.099999999999
7852.0,207141.0,586.7,1056.3,3670.7,166913.8,4901.0,4341.2,68059.4,93038.90000000001,161098.30000000005,90.0,12187.0,2313.5,444.9,9242.2,1752.5,40369.5,2019-09-15,18019.5,443036.70000000007,59317.299999999996,2015.0,5837.0,595.7,15337.8
15450.0,222591.0,2462.7,6066.4,13168.999999999998,180082.8,4828.9,7115.4,72888.29999999999,100154.3,173042.60000000003,11.0,12198.0,2475.5,512.7,11944.3,2478.7,42848.2,2019-09-16,31821.0,474857.70000000007,62305.49999999999,3804.0,11646.0,1240.8,16578.6
15633.0,238224.0,2309.0,6517.0,13440.7,193523.5,3020.0,8031.0,75908.29999999999,108185.3,184093.60000000003,515.0,12713.0,3416.3,507.0,11051.0,2487.1,45335.299999999996,2019-09-17,32281.600000000002,507139.30000000005,66228.79999999999,2890.0,12743.0,1379.5,17958.1
18850.0,257074.0,4866.0,7397.0,18721.2,212244.7,4034.0,10553.0,79942.29999999999,118738.3,198680.60000000003,1571.0,14284.0,4094.8,519.0,14587.0,2086.6,47421.899999999994,2019-09-18,41691.0,548830.3,70842.59999999999,4089.0,14761.0,1682.4,19640.5
15900.0,272974.0,6008.6,6236.4,15014.2,227258.90000000002,5522.2,6578.4,85464.49999999999,125316.7,210781.20000000004,981.0,15265.0,3809.2,518.0,12100.599999999999,2054.6,49476.49999999999,2019-09-19,34974.2,583804.5,75169.79999999999,3907.0,11993.0,1477.6,21118.1
15275.0,288249.0,4329.2,7646.8,15336.2,242595.10000000003,7361.9,6945.0,92826.39999999998,132261.7,225088.10000000003,589.0,15854.0,3584.8,500.2,14306.9,2401.2,51877.69999999999,2019-09-20,37566.600000000006,621371.1,79254.79999999999,3293.0,11982.0,1437.3,22555.399999999998
15630.0,303879.0,4802.2,8791.0,15171.5,257766.60000000003,8080.1,5926.3,100906.49999999999,138188.0,239094.50000000003,2187.0,18041.0,4348.0,471.7,14006.400000000001,2480.9,54358.59999999999,2019-09-21,38179.3,659550.4,84074.49999999999,3194.0,12436.0,1700.8,24256.199999999997
12084.0,315963.0,4370.2,4848.8,11584.3,269350.9,8351.0,6172.0,109257.49999999999,144360.0,253617.50000000003,1289.0,19330.0,3806.7,426.5,14523.0,1938.5,56297.09999999999,2019-09-22,33531.1,693081.5,88307.69999999998,2001.0,10083.0,1252.1,25508.299999999996
13659.0,329622.0,3830.8,3474.9,11161.7,280512.60000000003,7195.8,6993.9,116453.29999999999,151353.9,267807.2,249.0,19579.0,3137.9,356.2,14189.7,2202.5,58499.59999999999,2019-09-23,32412.100000000002,725493.6,91801.79999999999,2680.0,10979.0,1364.1,26872.399999999994
15971.0,345593.0,5428.9,8096.1,15094.099999999999,295606.7,7634.0,5266.3,124087.29999999999,156620.19999999998,280707.5,888.0,20467.0,3697.2,421.7,12900.3,2379.8,60879.399999999994,2019-09-24,36495.399999999994,761989.0,95920.69999999998,3567.0,12404.0,2002.3,28874.699999999993
16078.0,361671.0,4173.0,7293.3,14652.3,310259.0,6781.9,6832.3,130869.19999999998,163452.49999999997,294321.7,832.0,21299.0,3646.3,452.5,13614.2,2183.5,63062.899999999994,2019-09-25,36373.5,798362.5,100019.49999999999,3365.0,12713.0,1824.7,30699.399999999994
15812.0,377483.0,3967.2,7757.6,14650.199999999999,324909.2,5304.2,6625.0,136173.4,170077.49999999997,306250.9,880.0,22179.0,3699.6,410.6,11929.2,2115.8,65178.7,2019-09-26,34665.0,833027.5,104129.69999999998,3475.0,12337.0,1859.6,32558.999999999993
13787.0,391270.0,3807.2,5653.6,10871.399999999998,335780.60000000003,6186.0,5121.4,142359.4,175198.89999999997,317558.30000000005,899.0,23078.0,3710.8,375.7,11307.4,1621.0,66799.7,2019-09-27,29129.199999999997,862156.7,108216.19999999998,3309.0,10478.0,1242.9,33801.899999999994
15014.0,406284.0,5550.3,7834.6,13933.300000000001,349713.9,7968.3,4233.0,150327.69999999998,179431.89999999997,329759.60000000003,836.0,23914.0,3684.6,418.5,12201.3,1438.6,68238.3,2019-09-28,33335.9,895492.6,112319.29999999999,4289.0,10725.0,1659.6,35461.49999999999
13120.0,419404.0,4488.6,6938.7,11783.3,361497.2,6816.7,4050.8,157144.4,183482.69999999995,340627.10000000003,823.0,24737.0,3694.8,413.4,10867.5,1427.3,69665.6,2019-09-29,29609.399999999998,925102.0,116427.49999999999,4043.0,9077.0,1423.1,36884.59999999999
14118.0,433522.0,3563.6,6220.5,9872.0,371369.2,3314.9,3912.5,160459.3,187395.19999999995,347854.50000000006,2579.0,27316.0,3824.6,360.4,7227.4,1352.6,71018.20000000001,2019-09-30,23749.9,948851.9,120612.49999999999,4093.0,10025.0,1112.9,37997.49999999999
14043.0,14043.0,6907.2,12774.4,20937.0,20937.0,4229.9,8338.2,4229.9,8338.2,12568.1,748.0,748.0,7082.8,826.5,12568.1,3611.8,3611.8,2019-10-01,47060.2,47060.2,7909.3,3523.0,10520.0,2034.0,2034.0
17196.0,31239.0,6396.0,7890.0,15010.0,35947.0,1689.0,3458.0,5918.9,11796.2,17715.1,90.0,838.0,2734.0,759.0,5147.0,1907.0,5518.8,2019-10-02,27182.0,74242.2,11402.3,4412.0,12784.0,1625.0,3659.0
14804.0,46043.0,4707.6,11084.7,16265.700000000003,52212.700000000004,2691.7,3688.3,8610.599999999999,15484.5,24095.1,196.3,1034.3,3214.9,569.4,6380.0,2561.0,8079.8,2019-10-03,30427.4,104669.6,15186.599999999999,3600.0,11204.0,1436.4,5095.4
14804.0,60847.0,4941.9,9963.5,15538.0,67750.70000000001,5470.5,4235.8,14081.099999999999,19720.3,33801.399999999994,0.0,1034.3,3603.2,571.6,9706.3,2520.2,10600.0,2019-10-04,33683.5,138353.1,19361.399999999998,3600.0,11204.0,1744.2,6839.599999999999
14804.0,75651.0,7646.5,8243.3,16763.3,84514.00000000001,7435.1,4044.7,21516.199999999997,23765.0,45281.2,0.0,1034.3,3171.2,538.4,11479.8,2035.0,12635.0,2019-10-05,35925.899999999994,174279.0,23070.999999999996,3600.0,11204.0,1938.2,8777.8
14804.0,90455.0,4608.0,6861.1,11995.0,96509.00000000001,7890.6,3042.9,29406.799999999996,26807.9,56214.7,15.0,1049.3,2517.0,483.4,10933.5,1461.1,14096.1,2019-10-06,28717.5,202996.5,26071.399999999998,3600.0,11204.0,1327.5,10105.3
14804.0,105259.0,4853.1,4265.5,9257.8,105766.80000000002,7341.2,2904.0,36747.99999999999,29711.9,66459.9,111.0,1160.3,2764.8,796.5,10245.2,1724.9,15821.0,2019-10-07,25726.0,228722.5,29632.699999999997,3600.0,11204.0,936.8,11042.099999999999
15939.0,121198.0,8543.6,5014.3,14065.600000000002,119832.40000000002,7102.5,3886.7,43850.49999999999,33598.6,77449.09999999999,374.0,1534.3,3379.0,532.3,10989.2,1965.1,17786.1,2019-10-08,32462.800000000003,261185.3,33544.0,3895.0,12044.0,1531.6,12573.699999999999
14523.0,135721.0,10015.0,3293.7,13789.7,133622.10000000003,7011.3,3304.5,50861.799999999996,36903.1,87764.9,53.0,1587.3,2823.5,497.9,10315.8,1784.9,19571.0,2019-10-09,30562.0,291747.3,36865.4,2985.0,11538.0,1350.2,13923.9
15591.0,151312.0,8327.9,4800.8,13403.3,147025.40000000002,5818.9,3784.3,56680.7,40687.4,97368.09999999999,663.0,2250.3,3509.7,543.0,9603.2,2227.4,21798.4,2019-10-10,30552.3,322299.6,40918.1,3331.0,12260.0,1265.7,15189.6
15576.0,166888.0,3796.4,10431.7,15828.9,162854.30000000002,6552.4,5221.2,63233.1,45908.6,109141.69999999998,696.0,2946.3,3620.4,594.0,11773.599999999999,2114.6,23913.0,2019-10-11,35677.799999999996,357977.39999999997,45132.5,3107.0,12469.0,1746.3,16935.9
14226.0,181114.0,2153.0,9614.0,13961.0,176815.30000000002,7216.0,5597.0,70449.1,51505.6,121954.69999999998,484.0,3430.3,3403.0,584.0,12813.0,1749.0,25662.0,2019-10-12,33824.0,391801.39999999997,49119.5,3182.0,11044.0,1314.0,18249.9
14001.0,195115.0,4599.8,9670.7,15329.800000000001,192145.1,6519.2,4124.4,76968.3,55630.0,132598.3,179.0,3609.3,3065.1,548.5,10643.599999999999,1654.6,27316.6,2019-10-13,33347.5,425148.89999999997,52733.1,2996.0,11005.0,2105.9,20355.800000000003
15498.0,210613.0,6149.2,8859.8,15406.3,207551.4,7835.6,3959.1,84803.90000000001,59589.1,144393.0,656.0,4265.3,3561.8,578.4,11794.7,1443.8,28760.399999999998,2019-10-14,34174.0,459322.89999999997,56873.299999999996,4476.0,11022.0,1389.0,21744.800000000003
17207.0,227820.0,6172.2,5790.0,12053.0,219604.4,5797.1,4065.0,90601.00000000001,63654.1,154255.1,1443.0,5708.3,3974.2,578.0,9862.1,1741.0,30501.399999999998,2019-10-15,29317.3,488640.19999999995,61425.49999999999,4796.0,12411.0,1109.0,22853.800000000003
19199.0,247019.0,9165.8,7792.3,17393.699999999997,236998.09999999998,5628.4,4938.0,96229.40000000001,68592.1,164821.5,2501.0,8209.3,4502.4,503.8,10566.4,1906.1,32407.499999999996,2019-10-16,36558.0,525198.2,66431.7,4464.0,14735.0,1685.6,24539.4
19114.0,266133.0,9418.3,8463.4,18777.3,255775.39999999997,5293.1,5075.9,101522.50000000001,73668.0,175190.5,1823.0,10032.3,4180.3,532.8,10369.0,1929.8,34337.299999999996,2019-10-17,37982.399999999994,563180.6,71144.8,4246.0,14868.0,2193.2,26732.600000000002
19551.0,285684.0,5686.9,10703.0,19055.9,274831.3,5116.1,6909.6,106638.60000000002,80577.6,187216.2,2049.0,12081.3,4243.6,552.4,12025.7,2381.8,36719.1,2019-10-18,40470.600000000006,603651.2,75940.8,5211.0,14340.0,2211.2,28943.800000000003
19378.0,305062.0,4347.2,8145.5,18545.1,293376.39999999997,8630.0,10671.0,115268.60000000002,91248.6,206517.2,2746.0,14827.3,4618.6,552.4,19301.0,2477.8,39196.9,2019-10-19,47490.899999999994,651142.1,81111.8,5269.0,14109.0,1996.0,30939.800000000003
16225.0,321287.0,3943.9,5119.9,14390.8,307767.19999999995,8686.3,9167.2,123954.90000000002,100415.8,224370.7,1088.0,15915.3,3840.2,557.5,17853.5,2363.0,41559.9,2019-10-20,40648.0,691790.1,85509.5,3814.0,12411.0,1643.0,32582.800000000003
